title,url,description,genres
Friends,https://www.metacritic.com/tv/mystery-science-theater-3000/,"This is a show about an evil experiment where a guy is trapped on a satellite and is forced to watch bad films. He is forced to do this by Mad Scientists, who want to find a movie so bad that they can inflict it on the world and take over. We see the movie with the subject (Joel or later Mike) and his robot pals Crow and Servo, in silhou...","['Comedy', 'Sci-Fi', '', '', 'Comedy', 'Sci-Fi']"
Touched by an Angel,https://www.metacritic.com/tv/china-beach/,"China Beach was a popular show that aired from April 26, 1988 to July 22, 1991. The show was about a group of nurses just trying to do their jobs in Vietnam. The theme for the series was ""Reflections"", a hit from 1968 by Diana Ross and the Supremes.","['Drama', 'History', 'War', '', '', '', 'Drama', 'History', 'War']"
ER,https://www.metacritic.com/tv/in-the-heat-of-the-night/,"Based on the critically acclaimed novel of the same name, this series provided a hopeful, yet honest look at life in the new South. Set in the fictional Sparta, Mississippi, the show was a marvelous blend of heartfelt drama and folksy humor. It portrayed both the professional and personal pursuits of Sparta P.D's officers. Series star...","['Crime', 'Drama', 'Mystery', 'Thriller', '', '', '', '', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Highlander: The Animated Series,https://www.metacritic.com/tv/americas-most-wanted/,"America's Most Wanted is not only the longest-running TV series in the history of the FOX network but the eighth-longest running prime time network show ever and credited for bringing reality television to mainstream. The idea for the show came from other reality crime shows in the 60s and 80s. By the summer of 1987, FOX executive Stephe...","['Documentary', 'Crime', '', '', 'Documentary', 'Crime']"
Chicago Hope,https://www.metacritic.com/tv/count-duckula/,"This is a very clever cartoon from Cosgrove-Hall, the same group that produced Dangermouse. It is about a vampire duck that, due to a mishap during the re-animation process, is now a vegetarian. He uses a special machine in his castle to transport it to different places in search of treasure, money, and fame as a dilettante of sorts. He ...","['Animation', 'Comedy', 'Family', 'Horror', '', '', '', '', 'Animation', 'Comedy', 'Family', 'Horror']"
Baseball: A Film by Ken Burns,https://www.metacritic.com/tv/the-wonder-years/,"""The Wonder Years"" was a hit comedy series starring Fred Savage as Kevin Arnold the main character, a boy facing rites of passage on his way to adulthood. Kevin lives with his brother Wayne (Jason Hervey), his sister Karen (Olivia d'Abo), his father Jack (Dan Lauria), and his mother Norma (Alley Mills). Kevin grows up with his on-and-off...","['Comedy', 'Drama', 'Family', 'Romance', '', '', '', '', 'Comedy', 'Drama', 'Family', 'Romance']"
Party of Five,https://www.metacritic.com/tv/48-hours/,"48 Hours began January 19, 1988 with Dan Rather anchoring/hosting until 2002. Leslie Stahl, took over for Rather in the Fall of 2002 and continues with the program to present day. This news magazine program began as a half hour show, evolving into the one hour investigative report that it remains today. The name has changed from “48 H...","['Documentary', 'Crime', '', '', 'Documentary', 'Crime']"
The Magic School Bus,https://www.metacritic.com/tv/gumby-adventures/,"35 years after the original shorts were created, Art Clokey started this updated take on Gumby. Gumby, Pokey, Prickle, and Goo.Gumby first appeared in the 1953 film short Gumbasia. Later, in 1956, Gumby and his horse friend Pokey hit the airways on The Howdy Doody Show in their first shorts. It was so popular that it became its own show ...","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', '', '', '', '', '', '', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']"
Sweet Valley High,https://www.metacritic.com/tv/teenage-mutant-ninja-turtles-1987/,"This version of Teenage Mutant Ninja Turtles is the most distinctive from its MIRAGE comic origins. It thrived more on humor instead of a dark attitude, especially in earlier seasons. Its creativity and bizarre humor made it something in the late '80s and early '90s something that had never been done before, so it drew in fans and grew t...","['Animation', 'Action', 'Adventure', 'Comedy', 'Crime', 'Family', 'Mystery', 'Sci-Fi', 'Thriller', '', '', '', '', '', '', '', '', '', 'Animation', 'Action', 'Adventure', 'Comedy', 'Crime', 'Family', 'Mystery', 'Sci-Fi', 'Thriller']"
Aladdin,https://www.metacritic.com/tv/thirtysomething/,"When thirtysomething debuted in 1987 it was attacked by some critics as being a self-indulgent examination of the minutiae of yuppie life. Before the first season was over, some of those same critics were covering their tracks by calling it ""the most improved show on television."" Producers Ed Zwick and Marshall Herskovitz had teamed up b...","['Drama', 'Romance', '', '', 'Drama', 'Romance']"
Hardball,https://www.metacritic.com/tv/friday-the-13th-the-series/,"This series revolved initially around the adventures of two cousins, Ryan Dallion and Micki Foster, who inherited an antique shop, ""Curious Goods,"" from their Uncle Vendredi. We find out in the first episode that Vendredi made a pact with the Devil, to sell cursed antiques. He recanted at the last minute and tried to recover the antiqu...","['Fantasy', 'Horror', 'Mystery', 'Sci-Fi', '', '', '', '', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi']"
"Gullah, Gullah Island",https://www.metacritic.com/tv/jake-and-the-fatman/,District attorney J.L. McCabe strikes down on the crime in Los Angeles (and later Hawaii) together with his special investigator Jake Styles and assistant D.A. Derek Mitchell. Production Companies: Dean Hargrove Productions The Fred Silverman Company Viacom Productions Inc. Distributors: CBS Television Air Day & time Sep 198...,"['Crime', 'Drama', '', '', 'Crime', 'Drama']"
M.A.N.T.I.S.,https://www.metacritic.com/tv/star-trek-the-next-generation/,"""Space... The final frontier... These are the voyages of the Starship Enterprise. Its continuing mission: To explore strange new worlds... To seek out new life; new civilisations... To boldly go where no one has gone before!"" Monologue of Captain Jean-Luc Picard in the opening credits Star Trek: The Next Generation is a science fic...","['Action', 'Adventure', 'Drama', 'Sci-Fi', '', '', '', '', 'Action', 'Adventure', 'Drama', 'Sci-Fi']"
My So-Called Life,https://www.metacritic.com/tv/a-different-world/,"In this spin-off from the popular sitcom The Cosby Show, Denise Huxtable enters her sophomore year at Hillman, alma mater of her parents and grandfather, where she moves into Gilbert Hall and shares a dorm room with 26-year-old Jaleesa Vinson and talkative new roommate Maggie Lauten. Also included in the first season cast were obnoxious ...","['Comedy', '', 'Comedy']"
Absolutely Fabulous (UK),https://www.metacritic.com/tv/hooperman/,"Free-wheeling San Francisco cop Harry Hooperman inherits a run down apartment building, and the building owner's mean, hateful and just plain annoying dog Bijoux. Not having the time to maintain the building and tend to his police work, Hooperman hires feisty aspiring writer Susan Smith as his superintendent/maintenance person. He and ...","['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
TV Nation,https://www.metacritic.com/tv/full-house/,"Full House ran for eight seasons and was one of the few primetime sitcoms to have more than 190 episodes. Early in its run, Full House received awful reviews for being too ""cheesy,"" but it still became a popular favorite with audiences, even as the reviews remained negative throughout its run. Set in San Francisco, this is a show abou...","['Comedy', 'Drama', 'Family', '', '', '', 'Comedy', 'Drama', 'Family']"
Models Inc.,https://www.metacritic.com/tv/starcom-the-us-space-force/,"This is a show about heroes, about exploration, conflict, adventure and excitement, set against the backdrop of the colonization of the Solar System.","['Animation', 'Adventure', 'Family', 'Sci-Fi', '', '', '', '', 'Animation', 'Adventure', 'Family', 'Sci-Fi']"
HBO Comedy Half-Hour,https://www.metacritic.com/tv/my-two-dads/,"My Two Dads began airing in the fall of 1987 on NBC Sunday nights at 8:30pm. The sitcom starred Greg Evigan and Paul Reiser, who later starred in the acclaimed TV comedy ""Mad About You"". The two played lifelong friends, Joey Harris and Michael Taylor resepectively.  Rounding out the star cast ensemble was newcomer Staci Keanan (real name...","['Comedy', 'Family', '', '', 'Comedy', 'Family']"
Inside the Actors Studio,https://www.metacritic.com/tv/ducktales/,"At first, DuckTales was intended as a 1-hour network series. However, when Bob Jacquemin, head of the studio's newly formed syndication unit, learned of the series, he realized that it had the potential to be his first hit. After immense internal lobbying, Jacquemin convinced Michael Einser to let him have DuckTales, and in doing so, he...","['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery', 'Sci-Fi', '', '', '', '', '', '', '', '', 'Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery', 'Sci-Fi']"
Stephen King's The Stand,https://www.metacritic.com/tv/wiseguy/,"How does a deep-cover operative keep his sanity and morality intact when the criminal lifestyle he’s sworn to bring down from within is more compelling than his own? Federal Agent Vincent Terranova (Ken Wahl) is plagued by the question in this innovative take on 80’s cop dramas. Created by veteran hit producer Steven J Cannell, Wiseguy v...","['Crime', 'Drama', 'Mystery', '', '', '', 'Crime', 'Drama', 'Mystery']"
Dennis Miller Live,https://www.metacritic.com/tv/bravestarr/,"The discovery of Kerium, a rare and powerful magic crystal, brings an infinite number of colonists from all the corners of the galaxy to the distant planet New Texas. Some are good and honest, others very malicious but no one is more dangerous than Tex Hex the leader of the Carrion Bunch, a group of outlaws under the control of the myste...","['Animation', 'Action', 'Adventure', 'Family', 'Sci-Fi', 'Western', '', '', '', '', '', '', 'Animation', 'Action', 'Adventure', 'Family', 'Sci-Fi', 'Western']"
Space Ghost Coast to Coast,https://www.metacritic.com/tv/out-of-this-world/,"This show revolved around a teenager, who was a little different from most: she was half-alien! She had the ability to stop time. Unfortunately, her father (the alien) was not around to guide her, though she could communicate with him. She had a surfer boyfriend with whom she could not share her secret, though she was often tempted to do...","['Comedy', 'Family', '', '', 'Comedy', 'Family']"
Christy,https://www.metacritic.com/tv/beauty-and-the-beast/,Beauty and the Beast is a story that tells just how powerful love is. The show takes place in New York. Catherine Chandler is a wealthy woman who thinks that her life has no meaning beyond anything superficial. She longs for something more.Vincent is from a different world. He lives below the city in tunnels that have been forgotten. He ...,"['Crime', 'Drama', 'Fantasy', 'Romance', '', '', '', '', 'Crime', 'Drama', 'Fantasy', 'Romance']"
"Sister, Sister",https://www.metacritic.com/tv/the-ruth-rendell-mysteries/,"From cold, rock-strewn moors to comfortable suburban estates, award-winning writer Ruth Rendell explores the dark fissures between friends and family members that motivate murder.","['Crime', 'Drama', 'Mystery', '', '', '', 'Crime', 'Drama', 'Mystery']"
